cliente_id,data_cadastro,plano,tempo_como_cliente_meses,numero_produtos,tickets_abertos_ultimo_mes,tickets_resolvidos,nps_score,uso_medio_mensal_horas,atraso_pagamento_dias,desconto_recebido,canal_aquisicao,regiao,churn
CLI02249,2024-06-12,Starter,18,1,6,4,32,13.0,17,0,Google Ads,Nordeste,1
CLI02250,2025-01-13,Starter,11,2,4,1,34,2.57,7,0,LinkedIn,Sudeste,1
CLI02251,2023-09-26,Pro,27,1,0,0,70,53.2,1,0,Indicação,Sudeste,0
CLI02252,2022-06-21,Starter,42,1,0,0,69,58.7,1,0,Indicação,Sudeste,0
CLI02253,2025-01-11,Pro,11,3,2,1,74,17.23,0,0,Google Ads,Sudeste,0
CLI02254,2025-04-27,Starter,8,2,4,3,13,3.67,7,0,Inbound,Sudeste,1
CLI02255,2021-08-17,Pro,53,5,3,2,55,42.06,2,0,Indicação,Nordeste,0
CLI02256,2022-03-08,Starter,46,1,1,1,65,32.71,4,0,Inbound,Sudeste,0
CLI02257,2021-06-15,Starter,55,4,1,1,68,25.02,0,0,Evento,Sul,0
CLI02258,2024-07-18,Pro,17,1,2,2,90,18.03,5,1,LinkedIn,Norte,0
CLI02259,2023-06-29,Pro,30,2,1,1,54,36.05,3,0,Google Ads,Nordeste,0
CLI02260,2024-04-23,Pro,20,1,4,2,46,6.33,14,1,Inbound,Centro-Oeste,1
CLI02261,2023-04-26,Pro,32,2,1,1,71,37.99,0,0,LinkedIn,Nordeste,0
CLI02262,2024-05-09,Starter,20,1,1,1,73,15.5,1,0,Indicação,Sul,0
CLI02263,2024-01-17,Pro,23,1,6,4,27,1.9,25,0,LinkedIn,Norte,1
CLI02264,2022-01-23,Starter,47,1,0,0,52,23.28,1,1,Google Ads,Norte,0
CLI02265,2022-06-23,Starter,42,5,0,0,76,20.1,2,1,LinkedIn,Nordeste,0
CLI02266,2024-05-27,Pro,19,3,0,0,81,40.18,1,0,LinkedIn,Nordeste,0
CLI02267,2025-03-31,Starter,9,3,2,1,74,30.33,1,0,Indicação,Nordeste,0
CLI02268,2024-12-31,Starter,12,1,5,2,44,13.56,6,1,Inbound,Centro-Oeste,1
CLI02269,2024-05-17,Enterprise,19,1,2,2,78,24.51,4,0,Indicação,Sudeste,0
CLI02270,2024-02-24,Enterprise,22,1,1,1,79,37.73,3,0,Google Ads,Centro-Oeste,0
CLI02271,2025-01-25,Pro,11,4,2,1,60,25.3,2,1,Indicação,Centro-Oeste,0
CLI02272,2025-07-22,Pro,5,1,6,2,42,7.95,19,0,LinkedIn,Norte,1
CLI02273,2021-11-12,Starter,50,3,1,0,43,32.12,3,0,Google Ads,Nordeste,0
CLI02274,2024-08-21,Pro,16,2,3,2,67,37.89,4,0,Indicação,Nordeste,0
CLI02275,2025-02-04,Pro,11,2,0,0,41,39.94,1,0,LinkedIn,Nordeste,0
CLI02276,2023-07-25,Starter,29,1,1,1,81,51.26,13,0,Google Ads,Centro-Oeste,0
CLI02277,2023-05-25,Starter,31,3,0,0,66,35.1,11,0,Google Ads,Sul,0
CLI02278,2023-11-25,Pro,25,5,0,0,68,44.02,2,0,LinkedIn,Sudeste,0
CLI02279,2022-11-01,Enterprise,38,5,2,2,86,31.37,8,0,Google Ads,Sudeste,0
CLI02280,2022-12-16,Starter,37,1,4,3,77,46.11,5,0,Inbound,Nordeste,0
CLI02281,2021-09-03,Pro,52,3,3,3,100,49.29,3,0,Inbound,Sudeste,0
CLI02282,2023-03-02,Starter,34,5,1,1,62,3.18,3,0,Inbound,Sul,0
CLI02283,2024-06-04,Pro,19,1,2,0,42,0.57,7,0,Inbound,Sul,1
CLI02284,2025-03-09,Pro,9,2,6,0,39,3.95,5,0,Google Ads,Sul,1
CLI02285,2025-10-15,Starter,2,1,2,0,35,1.87,17,1,Evento,Nordeste,1
CLI02286,2021-07-28,Pro,53,2,3,2,98,50.63,1,0,Indicação,Nordeste,0
CLI02287,2025-11-05,Enterprise,1,1,2,2,0,11.29,10,0,Indicação,Sul,1
CLI02288,2023-08-24,Pro,28,4,0,0,80,42.56,3,1,Google Ads,Sul,0
CLI02289,2022-09-05,Starter,40,3,1,1,93,18.83,3,0,Inbound,Sudeste,0
CLI02290,2023-07-19,Pro,29,2,2,2,73,40.66,1,0,LinkedIn,Norte,0
CLI02291,2023-12-15,Pro,24,3,1,1,65,22.2,0,0,Indicação,Sudeste,0
CLI02292,2024-11-09,Starter,13,1,3,0,4,19.14,15,1,LinkedIn,Sul,1
CLI02293,2024-03-31,Starter,21,2,0,0,83,37.97,3,0,Indicação,Sul,0
CLI02294,2020-10-19,Pro,63,1,2,1,57,41.24,4,0,Google Ads,Sudeste,0
CLI02295,2022-08-02,Pro,41,2,3,2,82,13.36,5,0,LinkedIn,Sudeste,0
CLI02296,2024-01-09,Enterprise,24,2,2,2,69,31.56,1,0,Indicação,Sudeste,0
CLI02297,2025-06-28,Pro,6,4,2,1,95,28.83,2,0,Indicação,Sul,0
CLI02298,2024-05-21,Pro,19,3,2,2,72,29.94,2,0,Inbound,Centro-Oeste,0
CLI02299,2022-05-24,Starter,43,5,0,0,96,38.99,2,0,LinkedIn,Sul,0
CLI02300,2025-04-03,Starter,9,1,8,6,40,7.38,4,1,Google Ads,Sudeste,1
CLI02301,2022-03-09,Pro,46,2,1,1,72,31.33,1,0,Inbound,Sul,0
CLI02302,2022-07-28,Starter,41,3,3,3,59,26.96,1,0,Google Ads,Nordeste,0
CLI02303,2024-01-16,Pro,23,2,2,1,67,23.57,3,0,LinkedIn,Sul,0
CLI02304,2025-11-20,Starter,1,2,6,2,0,7.08,1,1,Google Ads,Sul,1
CLI02305,2024-12-28,Enterprise,12,2,0,0,89,27.77,0,0,Indicação,Norte,0
CLI02306,2024-09-12,Pro,15,2,2,2,60,39.58,2,0,Inbound,Sul,0
CLI02307,2022-08-31,Enterprise,40,2,0,0,69,33.93,1,0,Indicação,Sudeste,0
CLI02308,2023-12-10,Enterprise,25,2,8,0,39,3.3,18,0,Google Ads,Sudeste,1
CLI02309,2025-11-28,Enterprise,1,4,0,0,94,41.81,0,0,Inbound,Centro-Oeste,0
CLI02310,2022-02-27,Starter,46,2,4,4,87,37.91,1,0,Google Ads,Sudeste,0
CLI02311,2020-09-07,Pro,64,2,1,1,67,25.98,2,0,Google Ads,Sul,0
CLI02312,2024-02-13,Starter,22,4,4,1,26,7.75,9,0,Google Ads,Nordeste,1
CLI02313,2025-10-23,Pro,2,1,3,1,79,2.39,2,1,Google Ads,Sudeste,1
CLI02314,2025-01-25,Starter,11,2,1,0,87,33.1,7,0,LinkedIn,Centro-Oeste,0
CLI02315,2025-01-02,Pro,12,4,3,2,45,65.7,5,0,Evento,Nordeste,0
CLI02316,2023-06-10,Starter,31,1,3,3,85,14.92,1,0,Google Ads,Nordeste,0
CLI02317,2023-12-29,Pro,24,3,2,2,82,46.5,3,0,LinkedIn,Sul,0
CLI02318,2024-07-03,Starter,18,1,1,0,63,10.88,14,0,Google Ads,Sudeste,1
CLI02319,2023-03-31,Pro,33,3,0,0,69,28.69,2,0,Inbound,Sudeste,0
CLI02320,2022-01-10,Starter,48,3,2,2,80,6.42,4,0,Inbound,Sudeste,0
CLI02321,2025-11-24,Pro,1,1,5,2,15,5.6,16,0,Google Ads,Norte,1
CLI02322,2022-02-26,Pro,46,3,2,2,57,23.83,3,1,Inbound,Nordeste,0
CLI02323,2025-11-04,Starter,1,5,3,2,48,24.85,2,0,Inbound,Sudeste,0
CLI02324,2023-04-20,Enterprise,32,1,1,1,78,27.45,1,0,Indicação,Sul,0
CLI02325,2022-05-27,Pro,43,2,1,1,84,29.16,7,0,Inbound,Sudeste,0
CLI02326,2025-06-16,Pro,6,2,1,1,55,38.97,0,0,Inbound,Norte,0
CLI02327,2024-08-01,Starter,17,2,2,2,82,48.75,1,1,LinkedIn,Sudeste,0
CLI02328,2023-03-29,Pro,33,5,2,2,74,46.29,0,0,LinkedIn,Nordeste,0
CLI02329,2022-09-07,Pro,40,5,0,0,75,37.81,10,1,Indicação,Sul,0
CLI02330,2023-07-28,Starter,29,5,1,1,78,33.72,2,1,Inbound,Nordeste,0
CLI02331,2024-02-05,Pro,23,2,7,2,0,10.57,7,1,Google Ads,Nordeste,1
CLI02332,2025-02-10,Pro,10,1,2,2,48,26.59,0,0,Evento,Sudeste,0
CLI02333,2023-09-02,Starter,28,1,2,2,64,23.45,1,1,LinkedIn,Sudeste,0
CLI02334,2023-12-10,Pro,25,1,4,1,60,8.92,14,0,Inbound,Centro-Oeste,1
CLI02335,2021-04-17,Enterprise,57,1,1,1,73,49.1,1,0,Google Ads,Norte,0
CLI02336,2023-08-06,Starter,29,4,2,1,66,25.81,3,0,Indicação,Sudeste,0
CLI02337,2022-04-02,Starter,45,4,2,0,67,18.98,6,1,Evento,Sul,0
CLI02338,2021-09-29,Pro,51,3,2,2,71,16.8,2,0,LinkedIn,Sudeste,0
CLI02339,2023-05-13,Enterprise,32,2,0,0,71,32.78,4,1,Indicação,Nordeste,0
CLI02340,2023-04-25,Pro,32,3,0,0,89,26.64,3,0,Inbound,Norte,0
CLI02341,2022-05-15,Starter,44,4,1,0,83,45.33,1,0,Google Ads,Sudeste,0
CLI02342,2024-03-22,Starter,21,3,4,1,12,7.15,10,0,Inbound,Nordeste,1
CLI02343,2023-06-09,Pro,31,2,3,3,84,30.4,2,1,Google Ads,Sudeste,0
CLI02344,2025-04-13,Enterprise,8,2,2,1,14,7.51,17,1,Inbound,Nordeste,1
CLI02345,2025-07-15,Enterprise,5,1,4,3,12,17.89,8,0,Inbound,Norte,1
CLI02346,2023-07-13,Pro,30,2,0,0,80,12.52,1,0,Indicação,Centro-Oeste,0
CLI02347,2024-12-16,Pro,12,1,1,0,66,25.97,1,0,Indicação,Centro-Oeste,0
CLI02348,2022-07-21,Pro,41,3,3,2,85,14.47,0,1,LinkedIn,Sudeste,0
CLI02349,2024-06-20,Pro,18,1,1,1,64,40.97,1,0,LinkedIn,Sudeste,0
CLI02350,2022-07-01,Pro,42,2,1,1,64,52.78,2,0,Google Ads,Sudeste,0
CLI02351,2024-09-23,Starter,15,1,6,2,34,3.83,32,1,LinkedIn,Nordeste,1
CLI02352,2020-07-17,Starter,66,3,1,1,63,10.92,1,0,Google Ads,Centro-Oeste,0
CLI02353,2024-12-17,Starter,12,1,4,2,58,10.66,13,0,Inbound,Sudeste,1
CLI02354,2025-03-08,Starter,9,4,9,1,48,3.3,18,0,LinkedIn,Nordeste,1
CLI02355,2024-06-28,Pro,18,4,5,4,75,20.85,3,0,Inbound,Nordeste,0
CLI02356,2021-07-25,Pro,54,2,2,1,84,39.23,2,0,Google Ads,Sul,0
CLI02357,2020-01-30,Enterprise,72,3,2,2,72,22.37,3,1,LinkedIn,Nordeste,0
CLI02358,2023-10-01,Pro,27,3,3,3,80,38.44,3,0,Google Ads,Sul,0
CLI02359,2022-06-20,Enterprise,43,4,2,0,65,31.66,1,1,Google Ads,Sudeste,0
CLI02360,2023-08-31,Enterprise,28,2,3,1,79,39.61,3,0,Inbound,Norte,0
CLI02361,2021-05-07,Enterprise,56,3,0,0,90,15.05,4,1,Indicação,Sudeste,0
CLI02362,2023-03-14,Enterprise,34,3,1,1,66,12.4,1,0,Inbound,Sudeste,0
CLI02363,2023-01-27,Pro,35,1,1,1,81,20.74,1,0,LinkedIn,Sudeste,0
CLI02364,2024-03-07,Pro,22,2,4,0,55,5.77,3,1,Google Ads,Sudeste,1
CLI02365,2022-07-02,Enterprise,42,4,3,2,65,53.81,3,0,Indicação,Nordeste,0
CLI02366,2024-01-04,Starter,24,3,2,2,74,27.84,7,0,Inbound,Sul,0
CLI02367,2025-04-16,Pro,8,3,5,1,31,10.05,11,1,Google Ads,Nordeste,1
CLI02368,2022-10-20,Pro,38,5,1,1,51,35.62,1,1,Indicação,Sul,0
CLI02369,2023-04-25,Pro,32,5,0,0,82,26.94,3,1,LinkedIn,Norte,0
CLI02370,2022-08-19,Pro,41,3,0,0,80,39.59,2,0,Evento,Sudeste,0
CLI02371,2023-01-15,Starter,36,2,1,1,69,30.44,2,1,Indicação,Sudeste,0
CLI02372,2022-11-15,Starter,38,4,2,2,70,34.46,5,0,Inbound,Norte,0
CLI02373,2023-05-15,Pro,32,4,1,0,59,37.18,0,1,Google Ads,Sudeste,0
CLI02374,2025-07-09,Starter,5,1,7,4,17,5.94,13,1,Indicação,Sudeste,1
CLI02375,2024-11-19,Starter,13,3,7,1,0,7.92,6,0,LinkedIn,Sul,1
CLI02376,2022-02-06,Starter,47,4,1,1,75,40.28,0,0,Indicação,Sudeste,0
CLI02377,2024-03-17,Starter,21,1,2,2,66,42.3,2,0,LinkedIn,Sudeste,0
CLI02378,2025-06-19,Pro,6,2,0,0,81,41.83,3,0,Indicação,Norte,0
CLI02379,2023-05-27,Starter,31,4,1,1,57,22.26,4,1,Inbound,Sul,0
CLI02380,2021-05-06,Pro,56,1,0,0,80,36.96,4,1,Inbound,Sul,0
CLI02381,2024-06-28,Starter,18,1,1,1,70,36.35,1,0,Google Ads,Sudeste,0
CLI02382,2021-10-25,Pro,50,5,0,0,49,38.12,4,1,Evento,Sudeste,0
CLI02383,2022-04-01,Starter,45,2,1,1,74,14.42,5,1,Google Ads,Sudeste,0
CLI02384,2024-12-02,Starter,13,1,1,1,40,5.03,33,0,Google Ads,Sudeste,1
CLI02385,2023-08-17,Enterprise,28,3,1,1,73,53.52,1,0,LinkedIn,Sudeste,0
CLI02386,2025-06-16,Starter,6,2,4,3,21,9.77,19,1,LinkedIn,Sul,1
CLI02387,2024-09-29,Starter,15,4,3,3,73,38.4,1,0,Indicação,Sudeste,0
CLI02388,2025-07-22,Starter,5,1,6,3,45,12.16,15,0,Google Ads,Nordeste,1
CLI02389,2021-07-15,Starter,54,1,0,0,86,16.7,3,1,Evento,Nordeste,0
CLI02390,2024-05-21,Starter,19,2,5,3,89,29.31,5,0,Inbound,Sudeste,0
CLI02391,2024-08-28,Starter,16,2,3,1,44,11.07,25,0,Inbound,Centro-Oeste,1
CLI02392,2025-11-10,Enterprise,1,1,0,0,72,20.75,1,0,Google Ads,Nordeste,0
CLI02393,2024-01-24,Pro,23,3,5,4,52,10.76,2,0,Google Ads,Sudeste,1
CLI02394,2021-11-01,Starter,50,3,1,0,91,38.88,1,0,Indicação,Nordeste,0
CLI02395,2025-01-22,Pro,11,1,9,3,67,7.19,7,1,Inbound,Norte,1
CLI02396,2024-03-30,Pro,21,2,3,0,32,4.13,4,1,LinkedIn,Nordeste,1
CLI02397,2023-10-19,Pro,26,4,0,0,73,24.48,3,0,Inbound,Nordeste,0
CLI02398,2025-09-25,Pro,3,1,2,1,67,9.43,7,0,Indicação,Nordeste,1
CLI02399,2022-04-22,Starter,44,3,1,0,100,21.66,4,0,LinkedIn,Sul,0
CLI02400,2024-07-11,Pro,17,3,1,1,60,23.79,0,1,Inbound,Sudeste,0
CLI02401,2024-05-20,Pro,19,2,3,2,33,2.34,16,1,Evento,Sudeste,1
CLI02402,2023-02-05,Pro,35,1,2,1,95,33.67,1,1,LinkedIn,Sul,0
CLI02403,2023-09-01,Pro,28,5,2,1,65,33.6,4,0,Indicação,Sudeste,0
CLI02404,2025-11-14,Pro,1,1,4,3,0,3.08,6,0,LinkedIn,Sudeste,1
CLI02405,2023-05-14,Starter,32,2,3,3,78,36.5,2,0,LinkedIn,Sudeste,0
CLI02406,2023-06-29,Starter,30,3,2,1,86,6.25,5,0,Inbound,Centro-Oeste,0
CLI02407,2021-05-22,Starter,56,3,1,1,63,18.75,2,0,Indicação,Sudeste,0
CLI02408,2024-10-28,Pro,14,2,7,2,26,10.72,7,1,Inbound,Sudeste,1
CLI02409,2024-12-30,Starter,12,1,4,0,39,11.69,32,0,Google Ads,Centro-Oeste,1
CLI02410,2022-12-13,Pro,37,3,2,2,65,39.8,6,0,Google Ads,Sul,0
CLI02411,2024-10-11,Enterprise,14,1,1,1,73,9.36,2,0,Indicação,Norte,0
CLI02412,2024-06-26,Pro,18,2,1,1,66,32.48,1,0,Evento,Nordeste,0
CLI02413,2025-01-31,Pro,11,2,0,0,68,32.17,0,0,Google Ads,Sudeste,0
CLI02414,2025-06-08,Pro,6,1,4,3,21,11.22,8,1,Inbound,Nordeste,1
CLI02415,2022-09-04,Pro,40,2,1,1,67,21.96,2,0,Inbound,Nordeste,0
CLI02416,2023-02-06,Pro,35,1,1,0,89,32.96,0,0,Inbound,Centro-Oeste,0
CLI02417,2025-06-14,Enterprise,6,3,2,2,78,27.91,0,0,Google Ads,Nordeste,0
CLI02418,2022-04-15,Pro,45,4,1,1,77,38.82,1,0,Inbound,Sudeste,0
CLI02419,2024-07-16,Enterprise,17,1,5,4,26,14.12,2,0,Inbound,Sudeste,1
CLI02420,2021-06-24,Enterprise,55,3,1,1,89,28.08,5,1,Indicação,Sul,0
CLI02421,2022-09-18,Starter,40,1,0,0,74,23.0,2,0,Evento,Nordeste,0
CLI02422,2024-09-07,Pro,16,2,3,3,58,3.91,23,0,Google Ads,Sul,1
CLI02423,2024-10-16,Enterprise,14,3,2,1,94,48.8,7,0,Google Ads,Centro-Oeste,0
CLI02424,2024-06-06,Starter,19,2,3,0,34,10.49,10,1,LinkedIn,Sudeste,1
CLI02425,2024-03-19,Pro,21,3,1,1,56,25.98,2,0,Indicação,Norte,0
CLI02426,2024-06-26,Pro,18,3,4,2,34,6.98,7,1,Google Ads,Norte,1
CLI02427,2025-06-17,Enterprise,6,3,0,0,77,5.63,3,0,Inbound,Nordeste,0
CLI02428,2024-12-08,Starter,12,3,2,1,26,17.04,9,0,Google Ads,Nordeste,1
CLI02429,2021-07-02,Pro,54,3,1,1,85,6.86,2,0,Indicação,Sudeste,0
CLI02430,2021-12-13,Starter,49,3,3,3,66,19.33,5,0,LinkedIn,Sudeste,0
CLI02431,2022-02-03,Enterprise,47,4,1,1,77,39.56,1,1,Inbound,Sudeste,0
CLI02432,2022-10-11,Starter,39,4,1,1,72,52.18,1,1,Inbound,Nordeste,0
CLI02433,2024-02-02,Starter,23,1,7,3,5,10.96,14,0,Google Ads,Sul,1
CLI02434,2022-03-15,Enterprise,46,5,0,0,51,34.65,7,0,Google Ads,Sudeste,0
CLI02435,2024-12-16,Starter,12,3,2,2,76,31.73,2,0,Inbound,Norte,0
CLI02436,2022-01-04,Pro,48,3,0,0,61,4.18,1,0,Inbound,Sudeste,0
CLI02437,2024-08-03,Starter,17,4,0,0,60,41.04,13,0,Indicação,Sul,0
CLI02438,2024-03-26,Starter,21,2,7,5,41,7.61,4,1,Inbound,Sudeste,1
CLI02439,2023-02-23,Pro,34,1,3,0,98,26.88,4,1,Google Ads,Sudeste,0
CLI02440,2022-10-11,Starter,39,3,1,1,56,21.96,1,1,LinkedIn,Sudeste,0
CLI02441,2024-09-20,Starter,15,1,3,2,12,6.48,7,1,LinkedIn,Norte,1
CLI02442,2023-12-01,Starter,25,4,3,1,70,26.29,2,1,Inbound,Sudeste,0
CLI02443,2022-12-14,Starter,37,5,2,2,72,15.19,2,0,Indicação,Nordeste,0
CLI02444,2023-07-10,Pro,30,2,2,2,62,36.66,5,0,Google Ads,Sudeste,0
CLI02445,2025-11-18,Starter,1,2,0,0,84,29.5,5,0,Inbound,Sudeste,0
CLI02446,2023-02-18,Starter,34,1,2,2,44,47.32,1,0,Inbound,Norte,0
CLI02447,2025-01-28,Starter,11,1,2,1,60,26.24,2,0,LinkedIn,Centro-Oeste,0
CLI02448,2022-07-15,Pro,42,4,3,1,51,34.34,5,1,LinkedIn,Norte,0
CLI02449,2024-11-23,Pro,13,4,1,1,78,33.64,0,0,Inbound,Nordeste,0
CLI02450,2024-03-26,Starter,21,4,4,4,91,46.3,3,1,Evento,Nordeste,0
CLI02451,2025-11-16,Pro,1,1,2,2,75,16.07,2,0,Inbound,Norte,0
CLI02452,2023-10-14,Enterprise,26,3,2,2,72,25.62,0,0,Google Ads,Sudeste,0
CLI02453,2023-08-22,Starter,28,5,1,1,78,47.14,1,0,Inbound,Sudeste,0
CLI02454,2024-03-30,Enterprise,21,2,2,2,89,28.3,2,0,Inbound,Sudeste,0
CLI02455,2021-06-13,Starter,55,3,2,2,79,17.92,1,0,Google Ads,Sudeste,0
CLI02456,2024-10-25,Enterprise,14,3,9,2,25,6.85,9,0,Google Ads,Norte,1
CLI02457,2024-08-27,Starter,16,1,1,1,92,29.87,5,0,Indicação,Sul,0
CLI02458,2023-07-03,Starter,30,3,2,2,71,31.68,7,0,LinkedIn,Centro-Oeste,0
CLI02459,2024-09-27,Starter,15,2,0,0,58,22.23,1,0,Inbound,Sudeste,0
CLI02460,2024-05-25,Pro,19,4,0,0,71,37.98,2,1,Indicação,Sudeste,0
CLI02461,2023-09-07,Starter,28,2,0,0,63,36.28,1,0,Inbound,Nordeste,0
CLI02462,2023-08-19,Pro,28,4,0,0,59,49.63,4,1,Inbound,Sul,0
CLI02463,2023-10-22,Starter,26,3,0,0,71,44.04,4,0,Inbound,Norte,0
CLI02464,2022-08-17,Enterprise,41,2,2,1,70,44.64,1,0,LinkedIn,Sudeste,0
CLI02465,2023-02-17,Starter,34,1,4,0,34,9.92,14,1,LinkedIn,Sul,1
CLI02466,2023-05-01,Pro,32,1,1,1,70,32.32,12,0,Indicação,Sul,0
CLI02467,2024-03-10,Starter,22,3,5,5,61,30.67,1,0,Evento,Nordeste,0
CLI02468,2023-08-28,Starter,28,2,2,2,64,19.03,1,0,Inbound,Sudeste,0
CLI02469,2024-07-15,Pro,17,1,2,1,0,16.4,3,0,Evento,Nordeste,1
CLI02470,2022-11-09,Pro,38,1,0,0,77,19.41,0,1,Indicação,Sudeste,0
CLI02471,2025-10-08,Starter,2,1,10,4,10,12.21,19,0,Google Ads,Nordeste,1
CLI02472,2023-05-15,Pro,32,4,3,1,59,33.62,2,0,Inbound,Sudeste,0
CLI02473,2025-06-11,Pro,6,1,1,1,75,4.12,4,0,Indicação,Sudeste,0
CLI02474,2022-12-22,Pro,36,3,1,1,42,17.04,1,0,Indicação,Sudeste,0
CLI02475,2025-09-25,Pro,3,2,5,1,53,12.6,5,1,Google Ads,Nordeste,1
CLI02476,2024-08-31,Pro,16,1,3,2,16,13.0,21,0,Evento,Sudeste,1
CLI02477,2022-10-29,Enterprise,38,4,1,0,53,48.25,1,1,Google Ads,Norte,0
CLI02478,2025-01-10,Enterprise,11,2,4,4,23,9.7,8,1,LinkedIn,Nordeste,1
CLI02479,2025-11-22,Enterprise,1,1,4,1,0,18.24,44,0,Indicação,Nordeste,1
CLI02480,2022-10-29,Pro,38,2,0,0,83,47.13,2,1,Google Ads,Sudeste,0
CLI02481,2022-12-23,Starter,36,3,5,2,43,18.45,6,1,Indicação,Norte,1
CLI02482,2024-11-05,Enterprise,14,2,6,1,22,4.74,9,0,Indicação,Sudeste,1
CLI02483,2025-03-10,Pro,9,3,2,1,67,14.7,13,1,LinkedIn,Sul,1
CLI02484,2023-12-03,Enterprise,25,3,5,4,65,46.91,2,0,LinkedIn,Centro-Oeste,0
CLI02485,2022-03-02,Pro,46,5,1,1,71,40.15,1,0,Google Ads,Sudeste,0
CLI02486,2023-04-08,Pro,33,3,0,0,62,24.18,1,0,Indicação,Centro-Oeste,0
CLI02487,2025-11-10,Starter,1,1,9,3,44,6.18,9,0,Indicação,Sudeste,1
CLI02488,2023-08-15,Starter,28,1,5,2,50,16.22,14,0,Evento,Nordeste,1
CLI02489,2023-03-27,Enterprise,33,2,1,1,58,32.41,2,1,Inbound,Nordeste,0
CLI02490,2023-04-28,Pro,32,1,4,2,20,6.15,7,1,Indicação,Nordeste,1
CLI02491,2021-09-22,Enterprise,52,4,0,0,69,35.38,1,1,Google Ads,Nordeste,0
CLI02492,2022-09-14,Enterprise,40,1,2,1,78,25.79,1,0,Evento,Nordeste,0
CLI02493,2025-01-19,Enterprise,11,2,0,0,79,18.74,0,0,Inbound,Sudeste,0
CLI02494,2025-07-28,Pro,5,1,2,0,52,12.64,20,1,Google Ads,Nordeste,1
CLI02495,2024-07-09,Starter,18,4,1,1,52,41.88,6,0,Google Ads,Sudeste,0
CLI02496,2025-06-12,Enterprise,6,2,2,2,56,28.61,2,1,Google Ads,Nordeste,0
CLI02497,2025-09-18,Starter,3,4,0,0,73,52.17,3,0,Indicação,Centro-Oeste,0
CLI02498,2022-03-09,Starter,46,3,1,1,99,27.02,2,0,Google Ads,Sul,0
CLI02499,2023-03-28,Pro,33,3,0,0,100,44.01,3,0,Inbound,Norte,0
CLI02500,2025-09-24,Pro,3,5,2,2,29,12.49,4,0,Inbound,Sudeste,1
CLI02501,2024-03-15,Pro,21,1,6,3,37,10.83,9,0,Inbound,Nordeste,1
CLI02502,2025-01-02,Starter,12,3,6,3,16,0.5,19,0,Evento,Sul,1
CLI02503,2023-11-25,Starter,25,2,0,0,61,30.87,1,0,LinkedIn,Nordeste,0
CLI02504,2023-10-02,Pro,27,2,1,1,75,18.27,1,1,Evento,Centro-Oeste,0
CLI02505,2023-06-17,Enterprise,30,3,1,1,66,28.9,1,1,Inbound,Sul,0
CLI02506,2025-02-12,Pro,10,1,4,3,38,16.63,22,1,Google Ads,Sudeste,1
CLI02507,2023-06-18,Pro,30,5,0,0,73,37.26,7,1,Inbound,Centro-Oeste,0
CLI02508,2023-12-05,Pro,25,4,3,1,56,24.76,1,0,Inbound,Nordeste,0
CLI02509,2022-04-14,Pro,45,3,1,1,65,41.72,10,1,LinkedIn,Nordeste,0
CLI02510,2024-03-20,Pro,21,1,4,4,91,17.5,1,0,Google Ads,Sudeste,0
CLI02511,2021-09-18,Starter,52,1,2,2,77,2.3,2,1,Indicação,Sul,0
CLI02512,2024-12-27,Pro,12,1,6,1,18,9.46,3,0,Google Ads,Sudeste,1
CLI02513,2024-12-23,Pro,12,5,1,1,63,25.93,18,0,Evento,Nordeste,0
CLI02514,2025-08-11,Pro,4,1,3,3,81,36.9,0,0,Indicação,Sudeste,0
CLI02515,2024-08-22,Pro,16,2,4,2,53,4.85,22,0,Inbound,Sudeste,1
CLI02516,2021-10-20,Starter,51,2,0,0,83,17.04,2,0,Indicação,Norte,0
CLI02517,2024-08-10,Enterprise,16,5,2,2,85,23.79,4,0,LinkedIn,Sudeste,0
CLI02518,2024-05-08,Starter,20,2,0,0,87,33.9,3,0,LinkedIn,Centro-Oeste,0
CLI02519,2022-05-26,Pro,43,3,1,1,58,35.34,2,0,Evento,Nordeste,0
CLI02520,2024-03-19,Starter,21,2,2,1,54,2.1,3,0,Evento,Norte,1
CLI02521,2025-02-21,Starter,10,1,7,4,12,8.23,10,0,Indicação,Nordeste,1
CLI02522,2024-03-02,Pro,22,4,1,1,78,50.29,1,0,Inbound,Sul,0
CLI02523,2024-10-24,Pro,14,2,2,1,81,46.03,0,0,Google Ads,Sudeste,0
CLI02524,2022-11-07,Pro,38,1,0,0,75,27.1,4,0,Indicação,Norte,0
CLI02525,2024-07-06,Enterprise,18,5,1,1,31,43.68,2,0,Evento,Sudeste,0
CLI02526,2022-09-25,Pro,39,3,2,1,60,46.61,2,0,Inbound,Nordeste,0
CLI02527,2025-05-19,Pro,7,3,0,0,70,1.86,1,0,Evento,Norte,0
CLI02528,2025-03-09,Pro,9,2,4,2,41,3.1,7,1,LinkedIn,Nordeste,1
CLI02529,2024-08-04,Starter,17,1,3,1,79,5.56,6,0,Google Ads,Sudeste,1
CLI02530,2021-08-25,Starter,52,4,3,3,82,22.83,1,0,Google Ads,Sul,0
CLI02531,2024-06-01,Pro,19,5,1,1,66,29.44,1,1,Google Ads,Nordeste,0
CLI02532,2024-07-26,Enterprise,17,1,7,4,38,21.78,11,0,Evento,Nordeste,1
CLI02533,2021-10-28,Pro,50,4,2,2,86,34.93,2,1,Inbound,Sudeste,0
